geom_wkt,trace_number,device_id,ts
POINT (116.380111 39.898314),4,2,2009-03-10 10:49:55+00
POINT (116.380097 39.898258),4,2,2009-03-10 10:49:59+00
POINT (116.380063 39.898208),4,2,2009-03-10 10:50:00+00
POINT (116.380048 39.898177),4,2,2009-03-10 10:50:01+00
POINT (116.380024 39.898146),4,2,2009-03-10 10:50:02+00
POINT (116.379993 39.898118),4,2,2009-03-10 10:50:03+00
POINT (116.379976 39.898091),4,2,2009-03-10 10:50:04+00
POINT (116.379956 39.898065),4,2,2009-03-10 10:50:05+00
POINT (116.379939 39.898022),4,2,2009-03-10 10:50:15+00
POINT (116.379924 39.897996),4,2,2009-03-10 10:50:16+00
POINT (116.379926 39.897989),4,2,2009-03-10 10:50:18+00
POINT (116.379945 39.898013),4,2,2009-03-10 10:50:20+00
POINT (116.379958 39.898044),4,2,2009-03-10 10:50:21+00
POINT (116.379974 39.898077),4,2,2009-03-10 10:50:22+00
POINT (116.38001 39.898147),4,2,2009-03-10 10:50:24+00
POINT (116.380034 39.898167),4,2,2009-03-10 10:50:27+00
POINT (116.380067 39.8982),4,2,2009-03-10 10:50:29+00
POINT (116.380067 39.8982),4,2,2009-03-10 10:50:32+00
POINT (116.380064 39.898207),4,2,2009-03-10 10:50:34+00
POINT (116.380034 39.898184),4,2,2009-03-10 10:50:36+00
POINT (116.380025 39.898214),4,2,2009-03-10 10:50:41+00
POINT (116.379978 39.898186),4,2,2009-03-10 10:50:45+00
POINT (116.379934 39.898127),4,2,2009-03-10 10:50:46+00
POINT (116.379923 39.898107),4,2,2009-03-10 10:50:47+00
POINT (116.379913 39.898076),4,2,2009-03-10 10:50:49+00
POINT (116.379955 39.898094),4,2,2009-03-10 10:50:53+00
POINT (116.380022 39.898102),4,2,2009-03-10 10:50:58+00
POINT (116.380047 39.898123),4,2,2009-03-10 10:50:59+00
POINT (116.380067 39.898133),4,2,2009-03-10 10:51:00+00
POINT (116.380082 39.89814),4,2,2009-03-10 10:51:01+00
POINT (116.380108 39.898107),4,2,2009-03-10 10:51:06+00
POINT (116.380155 39.898127),4,2,2009-03-10 10:51:09+00
POINT (116.380186 39.898146),4,2,2009-03-10 10:51:11+00
POINT (116.380207 39.898157),4,2,2009-03-10 10:51:12+00
POINT (116.380242 39.898169),4,2,2009-03-10 10:51:14+00
POINT (116.380303 39.898198),4,2,2009-03-10 10:51:16+00
POINT (116.380326 39.898205),4,2,2009-03-10 10:51:17+00
POINT (116.380376 39.898214),4,2,2009-03-10 10:51:19+00
POINT (116.380405 39.89822),4,2,2009-03-10 10:51:20+00
POINT (116.380447 39.898234),4,2,2009-03-10 10:51:21+00
POINT (116.380477 39.898233),4,2,2009-03-10 10:51:22+00
POINT (116.380508 39.898226),4,2,2009-03-10 10:51:23+00
POINT (116.380548 39.898222),4,2,2009-03-10 10:51:24+00
POINT (116.380619 39.898248),4,2,2009-03-10 10:51:25+00
POINT (116.380653 39.898246),4,2,2009-03-10 10:51:27+00
POINT (116.38067 39.898254),4,2,2009-03-10 10:51:29+00
POINT (116.380695 39.898286),4,2,2009-03-10 10:51:30+00
POINT (116.380737 39.898347),4,2,2009-03-10 10:51:31+00
POINT (116.380764 39.89836),4,2,2009-03-10 10:51:34+00
POINT (116.380806 39.898371),4,2,2009-03-10 10:51:36+00
POINT (116.380849 39.898348),4,2,2009-03-10 10:51:40+00
POINT (116.379789 39.897661),4,2,2009-03-10 10:51:43+00
POINT (116.379201 39.897295),4,2,2009-03-10 10:51:44+00
POINT (116.378873 39.897088),4,2,2009-03-10 10:51:45+00
POINT (116.378689 39.896968),4,2,2009-03-10 10:51:46+00
POINT (116.378584 39.896899),4,2,2009-03-10 10:51:47+00
POINT (116.378527 39.896861),4,2,2009-03-10 10:51:48+00
POINT (116.378494 39.896838),4,2,2009-03-10 10:51:49+00
POINT (116.378462 39.896833),4,2,2009-03-10 10:51:50+00
POINT (116.378445 39.89682),4,2,2009-03-10 10:51:52+00
POINT (116.378407 39.896822),4,2,2009-03-10 10:51:55+00
POINT (116.378369 39.896851),4,2,2009-03-10 10:52:00+00
POINT (116.37838 39.896857),4,2,2009-03-10 10:52:05+00
POINT (116.37838 39.896857),4,2,2009-03-10 10:52:08+00
POINT (116.378382 39.896865),4,2,2009-03-10 10:52:10+00
POINT (116.37834 39.896897),4,2,2009-03-10 10:52:15+00
POINT (116.378297 39.896915),4,2,2009-03-10 10:52:20+00
POINT (116.378307 39.896904),4,2,2009-03-10 10:52:25+00
POINT (116.378306 39.896969),4,2,2009-03-10 10:52:28+00
POINT (116.378297 39.896987),4,2,2009-03-10 10:52:33+00
POINT (116.378285 39.896992),4,2,2009-03-10 10:52:38+00
POINT (116.378285 39.896992),4,2,2009-03-10 10:52:41+00
POINT (116.378292 39.896985),4,2,2009-03-10 10:52:43+00
POINT (116.378275 39.896986),4,2,2009-03-10 10:52:48+00
POINT (116.378275 39.897013),4,2,2009-03-10 10:52:53+00
POINT (116.378253 39.896983),4,2,2009-03-10 10:52:58+00
POINT (116.378247 39.896986),4,2,2009-03-10 10:53:03+00
POINT (116.378247 39.896986),4,2,2009-03-10 10:53:06+00
POINT (116.378243 39.896983),4,2,2009-03-10 10:53:08+00
POINT (116.378271 39.896969),4,2,2009-03-10 10:53:13+00
POINT (116.378286 39.896963),4,2,2009-03-10 10:53:18+00
POINT (116.377559 39.896671),4,2,2009-03-10 10:53:22+00
POINT (116.377559 39.896671),4,2,2009-03-10 10:53:25+00
POINT (116.377556 39.896672),4,2,2009-03-10 10:53:27+00
POINT (116.37756 39.896691),4,2,2009-03-10 10:53:32+00
POINT (116.377556 39.896716),4,2,2009-03-10 10:53:37+00
POINT (116.377556 39.896716),4,2,2009-03-10 10:53:40+00
POINT (116.377556 39.896721),4,2,2009-03-10 10:53:42+00
POINT (116.377553 39.896762),4,2,2009-03-10 10:53:47+00
POINT (116.377571 39.896815),4,2,2009-03-10 10:53:51+00
POINT (116.377589 39.896866),4,2,2009-03-10 10:53:54+00
POINT (116.377613 39.896913),4,2,2009-03-10 10:53:57+00
POINT (116.377625 39.896953),4,2,2009-03-10 10:54:02+00
POINT (116.377601 39.896948),4,2,2009-03-10 10:54:07+00
POINT (116.377575 39.896996),4,2,2009-03-10 10:54:12+00
POINT (116.377549 39.897041),4,2,2009-03-10 10:54:15+00
POINT (116.377517 39.897107),4,2,2009-03-10 10:54:17+00
POINT (116.3775 39.897151),4,2,2009-03-10 10:54:18+00
POINT (116.377488 39.897202),4,2,2009-03-10 10:54:19+00
POINT (116.377478 39.897263),4,2,2009-03-10 10:54:20+00
POINT (116.377464 39.897326),4,2,2009-03-10 10:54:21+00
POINT (116.377455 39.897398),4,2,2009-03-10 10:54:22+00
POINT (116.377444 39.897474),4,2,2009-03-10 10:54:23+00
POINT (116.37744 39.89754),4,2,2009-03-10 10:54:24+00
POINT (116.377437 39.897605),4,2,2009-03-10 10:54:25+00
POINT (116.377435 39.897667),4,2,2009-03-10 10:54:26+00
POINT (116.377427 39.897722),4,2,2009-03-10 10:54:27+00
POINT (116.377412 39.897781),4,2,2009-03-10 10:54:28+00
POINT (116.377392 39.897832),4,2,2009-03-10 10:54:29+00
POINT (116.377369 39.89788),4,2,2009-03-10 10:54:30+00
POINT (116.377357 39.897929),4,2,2009-03-10 10:54:31+00
POINT (116.377347 39.89798),4,2,2009-03-10 10:54:32+00
POINT (116.377342 39.898036),4,2,2009-03-10 10:54:33+00
POINT (116.377343 39.898094),4,2,2009-03-10 10:54:34+00
POINT (116.377343 39.898155),4,2,2009-03-10 10:54:35+00
POINT (116.377346 39.898224),4,2,2009-03-10 10:54:36+00
POINT (116.377349 39.898294),4,2,2009-03-10 10:54:37+00
POINT (116.37735 39.898363),4,2,2009-03-10 10:54:38+00
POINT (116.377362 39.898429),4,2,2009-03-10 10:54:39+00
POINT (116.377373 39.898491),4,2,2009-03-10 10:54:40+00
POINT (116.377378 39.898544),4,2,2009-03-10 10:54:41+00
POINT (116.377391 39.898626),4,2,2009-03-10 10:54:43+00
POINT (116.37742 39.898678),4,2,2009-03-10 10:54:46+00
POINT (116.377455 39.898729),4,2,2009-03-10 10:54:49+00
POINT (116.377443 39.898781),4,2,2009-03-10 10:54:52+00
POINT (116.377385 39.898823),4,2,2009-03-10 10:54:55+00
POINT (116.377319 39.898838),4,2,2009-03-10 10:54:57+00
POINT (116.377223 39.898836),4,2,2009-03-10 10:54:59+00
POINT (116.377164 39.89883),4,2,2009-03-10 10:55:00+00
POINT (116.377099 39.898819),4,2,2009-03-10 10:55:01+00
POINT (116.377029 39.898812),4,2,2009-03-10 10:55:02+00
POINT (116.376953 39.898803),4,2,2009-03-10 10:55:03+00
POINT (116.376872 39.8988),4,2,2009-03-10 10:55:04+00
POINT (116.376791 39.898797),4,2,2009-03-10 10:55:05+00
POINT (116.376707 39.898792),4,2,2009-03-10 10:55:06+00
POINT (116.376619 39.898793),4,2,2009-03-10 10:55:07+00
POINT (116.376525 39.898794),4,2,2009-03-10 10:55:08+00
POINT (116.376432 39.898793),4,2,2009-03-10 10:55:09+00
POINT (116.376339 39.898792),4,2,2009-03-10 10:55:10+00
POINT (116.376251 39.898792),4,2,2009-03-10 10:55:11+00
POINT (116.376168 39.898793),4,2,2009-03-10 10:55:12+00
POINT (116.376087 39.898795),4,2,2009-03-10 10:55:13+00
POINT (116.376007 39.898797),4,2,2009-03-10 10:55:14+00
POINT (116.375923 39.898798),4,2,2009-03-10 10:55:15+00
POINT (116.375835 39.898801),4,2,2009-03-10 10:55:16+00
POINT (116.375744 39.898804),4,2,2009-03-10 10:55:17+00
POINT (116.375661 39.898799),4,2,2009-03-10 10:55:18+00
POINT (116.375582 39.898793),4,2,2009-03-10 10:55:19+00
POINT (116.375508 39.898785),4,2,2009-03-10 10:55:20+00
POINT (116.375436 39.898785),4,2,2009-03-10 10:55:21+00
POINT (116.375364 39.898787),4,2,2009-03-10 10:55:22+00
POINT (116.375291 39.898786),4,2,2009-03-10 10:55:23+00
POINT (116.37522 39.898782),4,2,2009-03-10 10:55:24+00
POINT (116.375141 39.898779),4,2,2009-03-10 10:55:25+00
POINT (116.375052 39.898772),4,2,2009-03-10 10:55:26+00
POINT (116.374956 39.89877),4,2,2009-03-10 10:55:27+00
POINT (116.374864 39.898772),4,2,2009-03-10 10:55:28+00
POINT (116.374771 39.898766),4,2,2009-03-10 10:55:29+00
POINT (116.374674 39.89875),4,2,2009-03-10 10:55:30+00
POINT (116.374581 39.898734),4,2,2009-03-10 10:55:31+00
POINT (116.37448 39.898721),4,2,2009-03-10 10:55:32+00
POINT (116.374375 39.898712),4,2,2009-03-10 10:55:33+00
POINT (116.374268 39.898708),4,2,2009-03-10 10:55:34+00
POINT (116.374157 39.898702),4,2,2009-03-10 10:55:35+00
POINT (116.374041 39.898696),4,2,2009-03-10 10:55:36+00
POINT (116.373925 39.898691),4,2,2009-03-10 10:55:37+00
POINT (116.37381 39.89869),4,2,2009-03-10 10:55:38+00
POINT (116.373696 39.898688),4,2,2009-03-10 10:55:39+00
POINT (116.373585 39.898682),4,2,2009-03-10 10:55:40+00
POINT (116.373477 39.898674),4,2,2009-03-10 10:55:41+00
POINT (116.37337 39.898662),4,2,2009-03-10 10:55:42+00
POINT (116.373262 39.898648),4,2,2009-03-10 10:55:43+00
POINT (116.373154 39.898636),4,2,2009-03-10 10:55:44+00
POINT (116.373042 39.898626),4,2,2009-03-10 10:55:45+00
POINT (116.37293 39.898615),4,2,2009-03-10 10:55:46+00
POINT (116.372818 39.898601),4,2,2009-03-10 10:55:47+00
POINT (116.372706 39.898592),4,2,2009-03-10 10:55:48+00
POINT (116.372588 39.898586),4,2,2009-03-10 10:55:49+00
POINT (116.372474 39.898583),4,2,2009-03-10 10:55:50+00
POINT (116.37236 39.898581),4,2,2009-03-10 10:55:51+00
POINT (116.372249 39.898577),4,2,2009-03-10 10:55:52+00
POINT (116.372143 39.898575),4,2,2009-03-10 10:55:53+00
POINT (116.372041 39.898573),4,2,2009-03-10 10:55:54+00
POINT (116.37194 39.898571),4,2,2009-03-10 10:55:55+00
POINT (116.371843 39.898574),4,2,2009-03-10 10:55:56+00
POINT (116.37175 39.898576),4,2,2009-03-10 10:55:57+00
POINT (116.371715 39.898619),4,2,2009-03-10 10:55:58+00
POINT (116.371627 39.898642),4,2,2009-03-10 10:55:59+00
POINT (116.371541 39.89865),4,2,2009-03-10 10:56:00+00
POINT (116.371434 39.898693),4,2,2009-03-10 10:56:02+00
POINT (116.371363 39.898706),4,2,2009-03-10 10:56:03+00
POINT (116.371292 39.898708),4,2,2009-03-10 10:56:04+00
POINT (116.371225 39.898703),4,2,2009-03-10 10:56:05+00
POINT (116.371166 39.898704),4,2,2009-03-10 10:56:06+00
POINT (116.371104 39.898702),4,2,2009-03-10 10:56:07+00
POINT (116.371042 39.898706),4,2,2009-03-10 10:56:08+00
POINT (116.370956 39.898719),4,2,2009-03-10 10:56:10+00
POINT (116.370893 39.898731),4,2,2009-03-10 10:56:13+00
POINT (116.370866 39.898758),4,2,2009-03-10 10:56:17+00
POINT (116.370828 39.898744),4,2,2009-03-10 10:56:22+00
POINT (116.370764 39.898734),4,2,2009-03-10 10:56:25+00
POINT (116.37067 39.898713),4,2,2009-03-10 10:56:27+00
POINT (116.370581 39.898694),4,2,2009-03-10 10:56:29+00
POINT (116.370486 39.898679),4,2,2009-03-10 10:56:31+00
POINT (116.370398 39.898669),4,2,2009-03-10 10:56:33+00
POINT (116.370334 39.898682),4,2,2009-03-10 10:56:35+00
POINT (116.370276 39.898703),4,2,2009-03-10 10:56:37+00
POINT (116.370199 39.89873),4,2,2009-03-10 10:56:39+00
POINT (116.370087 39.898741),4,2,2009-03-10 10:56:41+00
POINT (116.37002 39.898743),4,2,2009-03-10 10:56:42+00
POINT (116.369958 39.898739),4,2,2009-03-10 10:56:43+00
POINT (116.369894 39.898737),4,2,2009-03-10 10:56:44+00
POINT (116.369836 39.898733),4,2,2009-03-10 10:56:45+00
POINT (116.369778 39.898721),4,2,2009-03-10 10:56:46+00
POINT (116.369703 39.898704),4,2,2009-03-10 10:56:47+00
POINT (116.36964 39.898694),4,2,2009-03-10 10:56:48+00
POINT (116.369584 39.898681),4,2,2009-03-10 10:56:49+00
POINT (116.369515 39.898664),4,2,2009-03-10 10:56:50+00
POINT (116.369449 39.89865),4,2,2009-03-10 10:56:51+00
POINT (116.36933 39.898632),4,2,2009-03-10 10:56:53+00
POINT (116.369267 39.898618),4,2,2009-03-10 10:56:54+00
POINT (116.369192 39.898607),4,2,2009-03-10 10:56:55+00
POINT (116.369131 39.898608),4,2,2009-03-10 10:56:56+00
POINT (116.369065 39.898605),4,2,2009-03-10 10:56:57+00
POINT (116.368987 39.898605),4,2,2009-03-10 10:56:58+00
POINT (116.368905 39.898605),4,2,2009-03-10 10:56:59+00
POINT (116.36882 39.898611),4,2,2009-03-10 10:57:00+00
POINT (116.36874 39.898613),4,2,2009-03-10 10:57:01+00
POINT (116.368656 39.898616),4,2,2009-03-10 10:57:02+00
POINT (116.368583 39.898615),4,2,2009-03-10 10:57:03+00
POINT (116.368523 39.898606),4,2,2009-03-10 10:57:04+00
POINT (116.36841 39.89859),4,2,2009-03-10 10:57:06+00
POINT (116.368307 39.898584),4,2,2009-03-10 10:57:08+00
POINT (116.368206 39.898587),4,2,2009-03-10 10:57:10+00
POINT (116.368087 39.898683),4,2,2009-03-10 10:57:12+00
POINT (116.36803 39.898752),4,2,2009-03-10 10:57:14+00
POINT (116.367995 39.898836),4,2,2009-03-10 10:57:16+00
POINT (116.367991 39.898883),4,2,2009-03-10 10:57:17+00
POINT (116.367983 39.898934),4,2,2009-03-10 10:57:18+00
POINT (116.367977 39.898993),4,2,2009-03-10 10:57:19+00
POINT (116.367978 39.899053),4,2,2009-03-10 10:57:20+00
POINT (116.367986 39.899118),4,2,2009-03-10 10:57:21+00
POINT (116.367996 39.899193),4,2,2009-03-10 10:57:22+00
POINT (116.368006 39.899267),4,2,2009-03-10 10:57:23+00
POINT (116.368019 39.899337),4,2,2009-03-10 10:57:24+00
POINT (116.368035 39.899415),4,2,2009-03-10 10:57:25+00
POINT (116.368046 39.899501),4,2,2009-03-10 10:57:26+00
POINT (116.368053 39.899593),4,2,2009-03-10 10:57:27+00
POINT (116.368061 39.899681),4,2,2009-03-10 10:57:28+00
POINT (116.368065 39.899776),4,2,2009-03-10 10:57:29+00
POINT (116.368068 39.899865),4,2,2009-03-10 10:57:30+00
POINT (116.368067 39.899954),4,2,2009-03-10 10:57:31+00
POINT (116.368064 39.900044),4,2,2009-03-10 10:57:32+00
POINT (116.368057 39.900138),4,2,2009-03-10 10:57:33+00
POINT (116.36805 39.900224),4,2,2009-03-10 10:57:34+00
POINT (116.368042 39.900309),4,2,2009-03-10 10:57:35+00
POINT (116.368033 39.900395),4,2,2009-03-10 10:57:36+00
POINT (116.368023 39.900492),4,2,2009-03-10 10:57:37+00
POINT (116.368019 39.90059),4,2,2009-03-10 10:57:38+00
POINT (116.368024 39.90068),4,2,2009-03-10 10:57:39+00
POINT (116.368027 39.900772),4,2,2009-03-10 10:57:40+00
POINT (116.368032 39.900877),4,2,2009-03-10 10:57:41+00
POINT (116.368032 39.900982),4,2,2009-03-10 10:57:42+00
POINT (116.368028 39.901089),4,2,2009-03-10 10:57:43+00
POINT (116.368023 39.901199),4,2,2009-03-10 10:57:44+00
POINT (116.368022 39.901299),4,2,2009-03-10 10:57:45+00
POINT (116.368021 39.901395),4,2,2009-03-10 10:57:46+00
POINT (116.36802 39.9015),4,2,2009-03-10 10:57:47+00
POINT (116.368024 39.901584),4,2,2009-03-10 10:57:48+00
POINT (116.368023 39.901669),4,2,2009-03-10 10:57:49+00
POINT (116.368018 39.901743),4,2,2009-03-10 10:57:50+00
POINT (116.368011 39.901813),4,2,2009-03-10 10:57:51+00
POINT (116.368006 39.901882),4,2,2009-03-10 10:57:52+00
POINT (116.368002 39.901956),4,2,2009-03-10 10:57:53+00
POINT (116.368 39.902028),4,2,2009-03-10 10:57:54+00
POINT (116.368002 39.902098),4,2,2009-03-10 10:57:55+00
POINT (116.368006 39.902162),4,2,2009-03-10 10:57:56+00
POINT (116.368014 39.902223),4,2,2009-03-10 10:57:57+00
POINT (116.368017 39.902276),4,2,2009-03-10 10:57:58+00
POINT (116.368019 39.902334),4,2,2009-03-10 10:57:59+00
POINT (116.368019 39.902395),4,2,2009-03-10 10:58:00+00
POINT (116.368023 39.90245),4,2,2009-03-10 10:58:01+00
POINT (116.368025 39.902508),4,2,2009-03-10 10:58:02+00
POINT (116.368023 39.902577),4,2,2009-03-10 10:58:03+00
POINT (116.368015 39.902644),4,2,2009-03-10 10:58:04+00
POINT (116.368002 39.902718),4,2,2009-03-10 10:58:05+00
POINT (116.367991 39.902784),4,2,2009-03-10 10:58:06+00
POINT (116.367981 39.902852),4,2,2009-03-10 10:58:07+00
POINT (116.367971 39.90292),4,2,2009-03-10 10:58:08+00
POINT (116.367963 39.902986),4,2,2009-03-10 10:58:09+00
POINT (116.367951 39.90305),4,2,2009-03-10 10:58:10+00
POINT (116.367936 39.903108),4,2,2009-03-10 10:58:11+00
POINT (116.367922 39.903171),4,2,2009-03-10 10:58:12+00
POINT (116.367911 39.903227),4,2,2009-03-10 10:58:13+00
POINT (116.367902 39.903284),4,2,2009-03-10 10:58:14+00
POINT (116.367895 39.90334),4,2,2009-03-10 10:58:15+00
POINT (116.367889 39.903393),4,2,2009-03-10 10:58:16+00
POINT (116.367885 39.903439),4,2,2009-03-10 10:58:17+00
POINT (116.367872 39.903511),4,2,2009-03-10 10:58:19+00
POINT (116.367857 39.903563),4,2,2009-03-10 10:58:22+00
POINT (116.367855 39.903589),4,2,2009-03-10 10:58:27+00
POINT (116.367855 39.903589),4,2,2009-03-10 10:58:30+00
POINT (116.367863 39.903589),4,2,2009-03-10 10:58:32+00
POINT (116.367914 39.903572),4,2,2009-03-10 10:58:37+00
POINT (116.367968 39.903576),4,2,2009-03-10 10:58:39+00
POINT (116.368014 39.903606),4,2,2009-03-10 10:58:43+00
POINT (116.368053 39.903646),4,2,2009-03-10 10:58:46+00
POINT (116.368089 39.903702),4,2,2009-03-10 10:58:48+00
POINT (116.36812 39.903773),4,2,2009-03-10 10:58:50+00
POINT (116.368142 39.903818),4,2,2009-03-10 10:58:51+00
POINT (116.368159 39.90387),4,2,2009-03-10 10:58:52+00
POINT (116.368181 39.903913),4,2,2009-03-10 10:58:53+00
POINT (116.368205 39.903995),4,2,2009-03-10 10:58:55+00
POINT (116.368201 39.904076),4,2,2009-03-10 10:58:57+00
POINT (116.368186 39.904147),4,2,2009-03-10 10:58:59+00
POINT (116.368147 39.904188),4,2,2009-03-10 10:59:03+00
POINT (116.368162 39.904248),4,2,2009-03-10 10:59:07+00
POINT (116.368179 39.904311),4,2,2009-03-10 10:59:09+00
POINT (116.368179 39.904378),4,2,2009-03-10 10:59:11+00
POINT (116.368169 39.904431),4,2,2009-03-10 10:59:13+00
POINT (116.368129 39.90445),4,2,2009-03-10 10:59:18+00
POINT (116.368144 39.904424),4,2,2009-03-10 10:59:23+00
POINT (116.368151 39.904403),4,2,2009-03-10 10:59:28+00
POINT (116.368153 39.904438),4,2,2009-03-10 10:59:33+00
POINT (116.368142 39.904484),4,2,2009-03-10 10:59:36+00
POINT (116.368123 39.904514),4,2,2009-03-10 10:59:41+00
POINT (116.368123 39.904514),4,2,2009-03-10 10:59:44+00
POINT (116.368129 39.904511),4,2,2009-03-10 10:59:46+00
POINT (116.368164 39.904519),4,2,2009-03-10 10:59:51+00
POINT (116.368199 39.904531),4,2,2009-03-10 10:59:56+00
POINT (116.368199 39.904531),4,2,2009-03-10 10:59:59+00
POINT (116.368196 39.904528),4,2,2009-03-10 11:00:01+00
POINT (116.368205 39.904528),4,2,2009-03-10 11:00:06+00
POINT (116.368197 39.904502),4,2,2009-03-10 11:00:11+00
POINT (116.368197 39.904502),4,2,2009-03-10 11:00:14+00
POINT (116.36819 39.904501),4,2,2009-03-10 11:00:16+00
POINT (116.368161 39.904468),4,2,2009-03-10 11:00:21+00
POINT (116.368125 39.904465),4,2,2009-03-10 11:00:26+00
POINT (116.368099 39.90451),4,2,2009-03-10 11:00:30+00
POINT (116.368102 39.904511),4,2,2009-03-10 11:00:35+00
POINT (116.368102 39.904511),4,2,2009-03-10 11:00:38+00
POINT (116.3681 39.904508),4,2,2009-03-10 11:00:40+00
POINT (116.368114 39.904503),4,2,2009-03-10 11:00:45+00
POINT (116.368162 39.90452),4,2,2009-03-10 11:00:50+00
POINT (116.368146 39.904523),4,2,2009-03-10 11:00:55+00
POINT (116.368153 39.904547),4,2,2009-03-10 11:01:00+00
POINT (116.368193 39.904589),4,2,2009-03-10 11:01:05+00
POINT (116.368211 39.90462),4,2,2009-03-10 11:01:10+00
POINT (116.368229 39.904654),4,2,2009-03-10 11:01:15+00
POINT (116.368226 39.904643),4,2,2009-03-10 11:01:20+00
POINT (116.368227 39.904631),4,2,2009-03-10 11:01:25+00
POINT (116.368227 39.904631),4,2,2009-03-10 11:01:28+00
POINT (116.36822 39.90463),4,2,2009-03-10 11:01:30+00
POINT (116.36822 39.904609),4,2,2009-03-10 11:01:35+00
POINT (116.36824 39.904633),4,2,2009-03-10 11:01:40+00
POINT (116.368248 39.904679),4,2,2009-03-10 11:01:42+00
POINT (116.368252 39.904731),4,2,2009-03-10 11:01:44+00
POINT (116.368223 39.904787),4,2,2009-03-10 11:01:46+00
POINT (116.368217 39.904855),4,2,2009-03-10 11:01:48+00
POINT (116.368222 39.90491),4,2,2009-03-10 11:01:50+00
POINT (116.368223 39.904969),4,2,2009-03-10 11:01:53+00
POINT (116.368216 39.905023),4,2,2009-03-10 11:01:56+00
POINT (116.368204 39.905086),4,2,2009-03-10 11:01:59+00
POINT (116.368193 39.905142),4,2,2009-03-10 11:02:01+00
POINT (116.368183 39.905191),4,2,2009-03-10 11:02:03+00
POINT (116.368171 39.905243),4,2,2009-03-10 11:02:06+00
POINT (116.368207 39.905247),4,2,2009-03-10 11:02:11+00
POINT (116.368273 39.905227),4,2,2009-03-10 11:02:15+00
POINT (116.368336 39.905217),4,2,2009-03-10 11:02:18+00
POINT (116.368393 39.905207),4,2,2009-03-10 11:02:23+00
POINT (116.368393 39.905207),4,2,2009-03-10 11:02:26+00
POINT (116.368401 39.905199),4,2,2009-03-10 11:02:28+00
POINT (116.368413 39.905194),4,2,2009-03-10 11:02:33+00
POINT (116.368367 39.905153),4,2,2009-03-10 11:02:37+00
POINT (116.368378 39.905172),4,2,2009-03-10 11:02:42+00
POINT (116.36832 39.905158),4,2,2009-03-10 11:02:46+00
POINT (116.368277 39.905149),4,2,2009-03-10 11:02:51+00
POINT (116.368219 39.905148),4,2,2009-03-10 11:02:54+00
POINT (116.368207 39.905182),4,2,2009-03-10 11:02:59+00
POINT (116.368241 39.905217),4,2,2009-03-10 11:03:04+00
POINT (116.368272 39.905238),4,2,2009-03-10 11:03:09+00
POINT (116.368269 39.905264),4,2,2009-03-10 11:03:14+00
POINT (116.368241 39.905293),4,2,2009-03-10 11:03:19+00
POINT (116.368283 39.905255),4,2,2009-03-10 11:03:23+00
POINT (116.368326 39.905217),4,2,2009-03-10 11:03:25+00
POINT (116.368367 39.905162),4,2,2009-03-10 11:03:27+00
POINT (116.368411 39.90509),4,2,2009-03-10 11:03:29+00
POINT (116.368443 39.905032),4,2,2009-03-10 11:03:31+00
POINT (116.368487 39.904984),4,2,2009-03-10 11:03:33+00
POINT (116.36855 39.904926),4,2,2009-03-10 11:03:35+00
POINT (116.368612 39.904877),4,2,2009-03-10 11:03:37+00
POINT (116.368644 39.90484),4,2,2009-03-10 11:03:39+00
POINT (116.368643 39.904897),4,2,2009-03-10 11:03:41+00
POINT (116.368624 39.904943),4,2,2009-03-10 11:03:42+00
POINT (116.368631 39.904985),4,2,2009-03-10 11:03:45+00
POINT (116.368638 39.905004),4,2,2009-03-10 11:03:50+00
POINT (116.368599 39.905055),4,2,2009-03-10 11:03:54+00
POINT (116.368573 39.905099),4,2,2009-03-10 11:03:55+00
POINT (116.368531 39.905173),4,2,2009-03-10 11:03:57+00
POINT (116.368505 39.905223),4,2,2009-03-10 11:03:58+00
POINT (116.368481 39.905281),4,2,2009-03-10 11:03:59+00
POINT (116.36846 39.905342),4,2,2009-03-10 11:04:00+00
POINT (116.368435 39.905412),4,2,2009-03-10 11:04:01+00
POINT (116.368418 39.905469),4,2,2009-03-10 11:04:02+00
POINT (116.368302 39.905516),4,2,2009-03-10 11:04:03+00
POINT (116.368205 39.905549),4,2,2009-03-10 11:04:04+00
POINT (116.368133 39.905587),4,2,2009-03-10 11:04:05+00
POINT (116.368103 39.905629),4,2,2009-03-10 11:04:06+00
POINT (116.368075 39.905688),4,2,2009-03-10 11:04:08+00
POINT (116.368053 39.905734),4,2,2009-03-10 11:04:10+00
POINT (116.368034 39.905791),4,2,2009-03-10 11:04:13+00
POINT (116.368034 39.905843),4,2,2009-03-10 11:04:15+00
POINT (116.368029 39.905912),4,2,2009-03-10 11:04:17+00
POINT (116.36801 39.905986),4,2,2009-03-10 11:04:19+00
POINT (116.368 39.90603),4,2,2009-03-10 11:04:20+00
POINT (116.367986 39.906074),4,2,2009-03-10 11:04:21+00
POINT (116.367983 39.906148),4,2,2009-03-10 11:04:23+00
POINT (116.367982 39.906215),4,2,2009-03-10 11:04:25+00
POINT (116.367983 39.906276),4,2,2009-03-10 11:04:27+00
POINT (116.367968 39.906331),4,2,2009-03-10 11:04:29+00
POINT (116.367967 39.906382),4,2,2009-03-10 11:04:31+00
POINT (116.367969 39.906441),4,2,2009-03-10 11:04:33+00
POINT (116.367964 39.906508),4,2,2009-03-10 11:04:35+00
